Open,High,Low,Close
3219.0,3293.2,3207.5,3280.3
3234.4,3241.0,3228.3,3228.9
3227.7,3228.1,3173.9,3182.0
3151.0,3228.1,3125.0,3220.7
3233.0,3233.0,3171.7,3181.4
3232.0,3251.4,3223.5,3240.3
3300.7,3300.7,3205.0,3220.0
3299.0,3335.5,3299.0,3335.4
3390.0,3390.0,3288.7,3296.6
3418.7,3418.7,3364.7,3381.4
3365.5,3430.9,3356.8,3411.4
3242.7,3315.7,3239.7,3311.3
3239.9,3257.0,3225.0,3231.9
3272.9,3275.0,3198.6,3210.0
3318.7,3318.7,3268.0,3305.0
3340.0,3340.0,3299.9,3318.8
3284.5,3332.5,3284.5,3332.5
3355.5,3355.5,3266.1,3282.4
3305.4,3353.9,3304.9,3332.0
3321.2,3370.3,3256.2,3276.3
3422.2,3485.6,3361.7,3400.8
3342.2,3418.5,3342.2,3406.2
3345.0,3345.0,3287.8,3308.7
3238.3,3334.9,3238.3,3326.6
3216.0,3218.7,3214.0,3218.7
3215.5,3228.8,3194.5,3204.8
3182.1,3235.0,3182.1,3222.2
3073.9,3167.0,3072.1,3155.2
2965.8,3090.4,2965.8,3056.5
2994.0,3014.5,2968.4,2968.4
3016.4,3050.8,2949.7,2951.3
3110.5,3127.7,3011.0,3012.0
3150.0,3166.9,3052.0,3097.0
3120.7,3168.6,3117.4,3139.9
3129.7,3149.5,3104.0,3118.9
3091.0,3132.5,3086.0,3122.8
3069.7,3094.9,3066.8,3086.5
3025.5,3065.0,3025.5,3060.2
3033.2,3033.2,3019.5,3020.9
3026.4,3028.8,3023.7,3023.7
3024.3,3024.3,3006.0,3013.1
3034.5,3037.5,3000.9,3018.2
3047.3,3047.3,3034.4,3040.0
3035.2,3050.9,3030.9,3035.9
3006.4,3039.2,3004.4,3035.1
2991.0,3001.5,2989.0,3000.0
2994.4,3004.8,2986.0,2994.5
2937.1,2988.0,2935.2,2984.3
2912.0,2939.1,2910.0,2939.1
2884.4,2916.7,2880.4,2912.9
2910.1,2915.1,2880.2,2891.0
2900.9,2927.3,2900.5,2904.7
2904.0,2918.6,2903.8,2916.6
2916.7,2922.0,2893.0,2915.3
2886.1,2927.9,2886.1,2909.6
2872.7,2891.8,2863.4,2890.2
2877.1,2877.1,2834.1,2836.8
2918.5,2922.8,2870.4,2883.2
